S,Masker,Talker,WordType,Amplitude,Electrode
7056,Scrambled,Different,Color,-0.232973373165787,Fp1
7056,Scrambled,Different,Object,0.0785006936592308,Fp1
7056,Scrambled,Same,Color,-0.473478913228966,Fp1
7056,Scrambled,Same,Object,-0.369655680936495,Fp1
7056,Unscrambled,Different,Color,-0.219833845593309,Fp1
7056,Unscrambled,Different,Object,0.267982416391829,Fp1
7056,Unscrambled,Same,Color,-0.112755999178694,Fp1
7056,Unscrambled,Same,Object,0.0552124585114138,Fp1
7056,Scrambled,Different,Color,-0.232973373165787,AF3
7056,Scrambled,Different,Object,0.0785006936592308,AF3
7056,Scrambled,Same,Color,-0.473478913228966,AF3
7056,Scrambled,Same,Object,-0.369655680936495,AF3
7056,Unscrambled,Different,Color,-0.219833845593309,AF3
7056,Unscrambled,Different,Object,0.267982416391829,AF3
7056,Unscrambled,Same,Color,-0.112755999178694,AF3
7056,Unscrambled,Same,Object,0.0552124585114138,AF3
7056,Scrambled,Different,Color,-0.232973373165787,F7
7056,Scrambled,Different,Object,0.0785006936592308,F7
7056,Scrambled,Same,Color,-0.473478913228966,F7
7056,Scrambled,Same,Object,-0.369655680936495,F7
7056,Unscrambled,Different,Color,-0.219833845593309,F7
7056,Unscrambled,Different,Object,0.267982416391829,F7
7056,Unscrambled,Same,Color,-0.112755999178694,F7
7056,Unscrambled,Same,Object,0.0552124585114138,F7
7056,Scrambled,Different,Color,-0.232973373165787,F3
7056,Scrambled,Different,Object,0.0785006936592308,F3
7056,Scrambled,Same,Color,-0.473478913228966,F3
7056,Scrambled,Same,Object,-0.369655680936495,F3
7056,Unscrambled,Different,Color,-0.219833845593309,F3
7056,Unscrambled,Different,Object,0.267982416391829,F3
7056,Unscrambled,Same,Color,-0.112755999178694,F3
7056,Unscrambled,Same,Object,0.0552124585114138,F3
7056,Scrambled,Different,Color,-0.232973373165787,FC1
7056,Scrambled,Different,Object,0.0785006936592308,FC1
7056,Scrambled,Same,Color,-0.473478913228966,FC1
7056,Scrambled,Same,Object,-0.369655680936495,FC1
7056,Unscrambled,Different,Color,-0.219833845593309,FC1
7056,Unscrambled,Different,Object,0.267982416391829,FC1
7056,Unscrambled,Same,Color,-0.112755999178694,FC1
7056,Unscrambled,Same,Object,0.0552124585114138,FC1
7056,Scrambled,Different,Color,-0.232973373165787,FC5
7056,Scrambled,Different,Object,0.0785006936592308,FC5
7056,Scrambled,Same,Color,-0.473478913228966,FC5
7056,Scrambled,Same,Object,-0.369655680936495,FC5
7056,Unscrambled,Different,Color,-0.219833845593309,FC5
7056,Unscrambled,Different,Object,0.267982416391829,FC5
7056,Unscrambled,Same,Color,-0.112755999178694,FC5
7056,Unscrambled,Same,Object,0.0552124585114138,FC5
7056,Scrambled,Different,Color,-0.232973373165787,T7
7056,Scrambled,Different,Object,0.0785006936592308,T7
7056,Scrambled,Same,Color,-0.473478913228966,T7
7056,Scrambled,Same,Object,-0.369655680936495,T7
7056,Unscrambled,Different,Color,-0.219833845593309,T7
7056,Unscrambled,Different,Object,0.267982416391829,T7
7056,Unscrambled,Same,Color,-0.112755999178694,T7
7056,Unscrambled,Same,Object,0.0552124585114138,T7
7056,Scrambled,Different,Color,-0.232973373165787,C3
7056,Scrambled,Different,Object,0.0785006936592308,C3
7056,Scrambled,Same,Color,-0.473478913228966,C3
7056,Scrambled,Same,Object,-0.369655680936495,C3
7056,Unscrambled,Different,Color,-0.219833845593309,C3
7056,Unscrambled,Different,Object,0.267982416391829,C3
7056,Unscrambled,Same,Color,-0.112755999178694,C3
7056,Unscrambled,Same,Object,0.0552124585114138,C3
7056,Scrambled,Different,Color,-0.232973373165787,CP1
7056,Scrambled,Different,Object,0.0785006936592308,CP1
7056,Scrambled,Same,Color,-0.473478913228966,CP1
7056,Scrambled,Same,Object,-0.369655680936495,CP1
7056,Unscrambled,Different,Color,-0.219833845593309,CP1
7056,Unscrambled,Different,Object,0.267982416391829,CP1
7056,Unscrambled,Same,Color,-0.112755999178694,CP1
7056,Unscrambled,Same,Object,0.0552124585114138,CP1
7056,Scrambled,Different,Color,-0.232973373165787,CP5
7056,Scrambled,Different,Object,0.0785006936592308,CP5
7056,Scrambled,Same,Color,-0.473478913228966,CP5
7056,Scrambled,Same,Object,-0.369655680936495,CP5
7056,Unscrambled,Different,Color,-0.219833845593309,CP5
7056,Unscrambled,Different,Object,0.267982416391829,CP5
7056,Unscrambled,Same,Color,-0.112755999178694,CP5
7056,Unscrambled,Same,Object,0.0552124585114138,CP5
7056,Scrambled,Different,Color,-0.232973373165787,P7
7056,Scrambled,Different,Object,0.0785006936592308,P7
7056,Scrambled,Same,Color,-0.473478913228966,P7
7056,Scrambled,Same,Object,-0.369655680936495,P7
7056,Unscrambled,Different,Color,-0.219833845593309,P7
7056,Unscrambled,Different,Object,0.267982416391829,P7
7056,Unscrambled,Same,Color,-0.112755999178694,P7
7056,Unscrambled,Same,Object,0.0552124585114138,P7
7056,Scrambled,Different,Color,-0.232973373165787,P3
7056,Scrambled,Different,Object,0.0785006936592308,P3
7056,Scrambled,Same,Color,-0.473478913228966,P3
7056,Scrambled,Same,Object,-0.369655680936495,P3
7056,Unscrambled,Different,Color,-0.219833845593309,P3
7056,Unscrambled,Different,Object,0.267982416391829,P3
7056,Unscrambled,Same,Color,-0.112755999178694,P3
7056,Unscrambled,Same,Object,0.0552124585114138,P3
7056,Scrambled,Different,Color,-0.232973373165787,Pz
7056,Scrambled,Different,Object,0.0785006936592308,Pz
7056,Scrambled,Same,Color,-0.473478913228966,Pz
7056,Scrambled,Same,Object,-0.369655680936495,Pz
7056,Unscrambled,Different,Color,-0.219833845593309,Pz
7056,Unscrambled,Different,Object,0.267982416391829,Pz
7056,Unscrambled,Same,Color,-0.112755999178694,Pz
7056,Unscrambled,Same,Object,0.0552124585114138,Pz
7056,Scrambled,Different,Color,-0.232973373165787,PO3
7056,Scrambled,Different,Object,0.0785006936592308,PO3
7056,Scrambled,Same,Color,-0.473478913228966,PO3
7056,Scrambled,Same,Object,-0.369655680936495,PO3
7056,Unscrambled,Different,Color,-0.219833845593309,PO3
7056,Unscrambled,Different,Object,0.267982416391829,PO3
7056,Unscrambled,Same,Color,-0.112755999178694,PO3
7056,Unscrambled,Same,Object,0.0552124585114138,PO3
7056,Scrambled,Different,Color,-0.232973373165787,O1
7056,Scrambled,Different,Object,0.0785006936592308,O1
7056,Scrambled,Same,Color,-0.473478913228966,O1
7056,Scrambled,Same,Object,-0.369655680936495,O1
7056,Unscrambled,Different,Color,-0.219833845593309,O1
7056,Unscrambled,Different,Object,0.267982416391829,O1
7056,Unscrambled,Same,Color,-0.112755999178694,O1
7056,Unscrambled,Same,Object,0.0552124585114138,O1
7056,Scrambled,Different,Color,-0.232973373165787,Oz
7056,Scrambled,Different,Object,0.0785006936592308,Oz
7056,Scrambled,Same,Color,-0.473478913228966,Oz
7056,Scrambled,Same,Object,-0.369655680936495,Oz
7056,Unscrambled,Different,Color,-0.219833845593309,Oz
7056,Unscrambled,Different,Object,0.267982416391829,Oz
7056,Unscrambled,Same,Color,-0.112755999178694,Oz
7056,Unscrambled,Same,Object,0.0552124585114138,Oz
7056,Scrambled,Different,Color,-0.232973373165787,O2
7056,Scrambled,Different,Object,0.0785006936592308,O2
7056,Scrambled,Same,Color,-0.473478913228966,O2
7056,Scrambled,Same,Object,-0.369655680936495,O2
7056,Unscrambled,Different,Color,-0.219833845593309,O2
7056,Unscrambled,Different,Object,0.267982416391829,O2
7056,Unscrambled,Same,Color,-0.112755999178694,O2
7056,Unscrambled,Same,Object,0.0552124585114138,O2
7056,Scrambled,Different,Color,-0.232973373165787,PO4
7056,Scrambled,Different,Object,0.0785006936592308,PO4
7056,Scrambled,Same,Color,-0.473478913228966,PO4
7056,Scrambled,Same,Object,-0.369655680936495,PO4
7056,Unscrambled,Different,Color,-0.219833845593309,PO4
7056,Unscrambled,Different,Object,0.267982416391829,PO4
7056,Unscrambled,Same,Color,-0.112755999178694,PO4
7056,Unscrambled,Same,Object,0.0552124585114138,PO4
7056,Scrambled,Different,Color,-0.232973373165787,P4
7056,Scrambled,Different,Object,0.0785006936592308,P4
7056,Scrambled,Same,Color,-0.473478913228966,P4
7056,Scrambled,Same,Object,-0.369655680936495,P4
7056,Unscrambled,Different,Color,-0.219833845593309,P4
7056,Unscrambled,Different,Object,0.267982416391829,P4
7056,Unscrambled,Same,Color,-0.112755999178694,P4
7056,Unscrambled,Same,Object,0.0552124585114138,P4
7056,Scrambled,Different,Color,-0.232973373165787,P8
7056,Scrambled,Different,Object,0.0785006936592308,P8
7056,Scrambled,Same,Color,-0.473478913228966,P8
7056,Scrambled,Same,Object,-0.369655680936495,P8
7056,Unscrambled,Different,Color,-0.219833845593309,P8
7056,Unscrambled,Different,Object,0.267982416391829,P8
7056,Unscrambled,Same,Color,-0.112755999178694,P8
7056,Unscrambled,Same,Object,0.0552124585114138,P8
7056,Scrambled,Different,Color,-0.232973373165787,CP6
7056,Scrambled,Different,Object,0.0785006936592308,CP6
7056,Scrambled,Same,Color,-0.473478913228966,CP6
7056,Scrambled,Same,Object,-0.369655680936495,CP6
7056,Unscrambled,Different,Color,-0.219833845593309,CP6
7056,Unscrambled,Different,Object,0.267982416391829,CP6
7056,Unscrambled,Same,Color,-0.112755999178694,CP6
7056,Unscrambled,Same,Object,0.0552124585114138,CP6
7056,Scrambled,Different,Color,-0.232973373165787,CP2
7056,Scrambled,Different,Object,0.0785006936592308,CP2
7056,Scrambled,Same,Color,-0.473478913228966,CP2
7056,Scrambled,Same,Object,-0.369655680936495,CP2
7056,Unscrambled,Different,Color,-0.219833845593309,CP2
7056,Unscrambled,Different,Object,0.267982416391829,CP2
7056,Unscrambled,Same,Color,-0.112755999178694,CP2
7056,Unscrambled,Same,Object,0.0552124585114138,CP2
7056,Scrambled,Different,Color,-0.232973373165787,C4
7056,Scrambled,Different,Object,0.0785006936592308,C4
7056,Scrambled,Same,Color,-0.473478913228966,C4
7056,Scrambled,Same,Object,-0.369655680936495,C4
7056,Unscrambled,Different,Color,-0.219833845593309,C4
7056,Unscrambled,Different,Object,0.267982416391829,C4
7056,Unscrambled,Same,Color,-0.112755999178694,C4
7056,Unscrambled,Same,Object,0.0552124585114138,C4
7056,Scrambled,Different,Color,-0.232973373165787,T8
7056,Scrambled,Different,Object,0.0785006936592308,T8
7056,Scrambled,Same,Color,-0.473478913228966,T8
7056,Scrambled,Same,Object,-0.369655680936495,T8
7056,Unscrambled,Different,Color,-0.219833845593309,T8
7056,Unscrambled,Different,Object,0.267982416391829,T8
7056,Unscrambled,Same,Color,-0.112755999178694,T8
7056,Unscrambled,Same,Object,0.0552124585114138,T8
7056,Scrambled,Different,Color,-0.232973373165787,FC6
7056,Scrambled,Different,Object,0.0785006936592308,FC6
7056,Scrambled,Same,Color,-0.473478913228966,FC6
7056,Scrambled,Same,Object,-0.369655680936495,FC6
7056,Unscrambled,Different,Color,-0.219833845593309,FC6
7056,Unscrambled,Different,Object,0.267982416391829,FC6
7056,Unscrambled,Same,Color,-0.112755999178694,FC6
7056,Unscrambled,Same,Object,0.0552124585114138,FC6
7056,Scrambled,Different,Color,-0.232973373165787,FC2
7056,Scrambled,Different,Object,0.0785006936592308,FC2
7056,Scrambled,Same,Color,-0.473478913228966,FC2
7056,Scrambled,Same,Object,-0.369655680936495,FC2
7056,Unscrambled,Different,Color,-0.219833845593309,FC2
7056,Unscrambled,Different,Object,0.267982416391829,FC2
7056,Unscrambled,Same,Color,-0.112755999178694,FC2
7056,Unscrambled,Same,Object,0.0552124585114138,FC2
7056,Scrambled,Different,Color,-0.232973373165787,F4
7056,Scrambled,Different,Object,0.0785006936592308,F4
7056,Scrambled,Same,Color,-0.473478913228966,F4
7056,Scrambled,Same,Object,-0.369655680936495,F4
7056,Unscrambled,Different,Color,-0.219833845593309,F4
7056,Unscrambled,Different,Object,0.267982416391829,F4
7056,Unscrambled,Same,Color,-0.112755999178694,F4
7056,Unscrambled,Same,Object,0.0552124585114138,F4
7056,Scrambled,Different,Color,-0.232973373165787,F8
7056,Scrambled,Different,Object,0.0785006936592308,F8
7056,Scrambled,Same,Color,-0.473478913228966,F8
7056,Scrambled,Same,Object,-0.369655680936495,F8
7056,Unscrambled,Different,Color,-0.219833845593309,F8
7056,Unscrambled,Different,Object,0.267982416391829,F8
7056,Unscrambled,Same,Color,-0.112755999178694,F8
7056,Unscrambled,Same,Object,0.0552124585114138,F8
7056,Scrambled,Different,Color,-0.232973373165787,AF4
7056,Scrambled,Different,Object,0.0785006936592308,AF4
7056,Scrambled,Same,Color,-0.473478913228966,AF4
7056,Scrambled,Same,Object,-0.369655680936495,AF4
7056,Unscrambled,Different,Color,-0.219833845593309,AF4
7056,Unscrambled,Different,Object,0.267982416391829,AF4
7056,Unscrambled,Same,Color,-0.112755999178694,AF4
7056,Unscrambled,Same,Object,0.0552124585114138,AF4
7056,Scrambled,Different,Color,-0.232973373165787,Fp2
7056,Scrambled,Different,Object,0.0785006936592308,Fp2
7056,Scrambled,Same,Color,-0.473478913228966,Fp2
7056,Scrambled,Same,Object,-0.369655680936495,Fp2
7056,Unscrambled,Different,Color,-0.219833845593309,Fp2
7056,Unscrambled,Different,Object,0.267982416391829,Fp2
7056,Unscrambled,Same,Color,-0.112755999178694,Fp2
7056,Unscrambled,Same,Object,0.0552124585114138,Fp2
7056,Scrambled,Different,Color,-0.232973373165787,Fz
7056,Scrambled,Different,Object,0.0785006936592308,Fz
7056,Scrambled,Same,Color,-0.473478913228966,Fz
7056,Scrambled,Same,Object,-0.369655680936495,Fz
7056,Unscrambled,Different,Color,-0.219833845593309,Fz
7056,Unscrambled,Different,Object,0.267982416391829,Fz
7056,Unscrambled,Same,Color,-0.112755999178694,Fz
7056,Unscrambled,Same,Object,0.0552124585114138,Fz
7056,Scrambled,Different,Color,-0.232973373165787,Cz
7056,Scrambled,Different,Object,0.0785006936592308,Cz
7056,Scrambled,Same,Color,-0.473478913228966,Cz
7056,Scrambled,Same,Object,-0.369655680936495,Cz
7056,Unscrambled,Different,Color,-0.219833845593309,Cz
7056,Unscrambled,Different,Object,0.267982416391829,Cz
7056,Unscrambled,Same,Color,-0.112755999178694,Cz
7056,Unscrambled,Same,Object,0.0552124585114138,Cz
7057,Scrambled,Different,Color,-0.128501243748222,Fp1
7057,Scrambled,Different,Object,-0.158486857376109,Fp1
7057,Scrambled,Same,Color,-0.40724545290966,Fp1
7057,Scrambled,Same,Object,0.133509862533108,Fp1
7057,Unscrambled,Different,Color,-0.314781137524264,Fp1
7057,Unscrambled,Different,Object,-0.0299309157129653,Fp1
7057,Unscrambled,Same,Color,-0.597912726930879,Fp1
7057,Unscrambled,Same,Object,-0.0558124863580534,Fp1
