S,Masker,Talker,WordType,Amplitude,Electrode
7002,Scrambled,Different,Color,0.385082957677671,Fp1
7002,Scrambled,Different,Object,-0.110142744602756,Fp1
7002,Scrambled,Same,Color,0.0132624739195325,Fp1
7002,Scrambled,Same,Object,-0.0484763873780649,Fp1
7002,Unscrambled,Different,Color,0.179995425872745,Fp1
7002,Unscrambled,Different,Object,-0.0426128674002438,Fp1
7002,Unscrambled,Same,Color,-0.00932800205937232,Fp1
7002,Unscrambled,Same,Object,-0.247795174153884,Fp1
7002,Scrambled,Different,Color,0.385082957677671,AF3
7002,Scrambled,Different,Object,-0.110142744602756,AF3
7002,Scrambled,Same,Color,0.0132624739195325,AF3
7002,Scrambled,Same,Object,-0.0484763873780649,AF3
7002,Unscrambled,Different,Color,0.179995425872745,AF3
7002,Unscrambled,Different,Object,-0.0426128674002438,AF3
7002,Unscrambled,Same,Color,-0.00932800205937232,AF3
7002,Unscrambled,Same,Object,-0.247795174153884,AF3
7002,Scrambled,Different,Color,0.385082957677671,F7
7002,Scrambled,Different,Object,-0.110142744602756,F7
7002,Scrambled,Same,Color,0.0132624739195325,F7
7002,Scrambled,Same,Object,-0.0484763873780649,F7
7002,Unscrambled,Different,Color,0.179995425872745,F7
7002,Unscrambled,Different,Object,-0.0426128674002438,F7
7002,Unscrambled,Same,Color,-0.00932800205937232,F7
7002,Unscrambled,Same,Object,-0.247795174153884,F7
7002,Scrambled,Different,Color,0.385082957677671,F3
7002,Scrambled,Different,Object,-0.110142744602756,F3
7002,Scrambled,Same,Color,0.0132624739195325,F3
7002,Scrambled,Same,Object,-0.0484763873780649,F3
7002,Unscrambled,Different,Color,0.179995425872745,F3
7002,Unscrambled,Different,Object,-0.0426128674002438,F3
7002,Unscrambled,Same,Color,-0.00932800205937232,F3
7002,Unscrambled,Same,Object,-0.247795174153884,F3
7002,Scrambled,Different,Color,0.385082957677671,FC1
7002,Scrambled,Different,Object,-0.110142744602756,FC1
7002,Scrambled,Same,Color,0.0132624739195325,FC1
7002,Scrambled,Same,Object,-0.0484763873780649,FC1
7002,Unscrambled,Different,Color,0.179995425872745,FC1
7002,Unscrambled,Different,Object,-0.0426128674002438,FC1
7002,Unscrambled,Same,Color,-0.00932800205937232,FC1
7002,Unscrambled,Same,Object,-0.247795174153884,FC1
7002,Scrambled,Different,Color,0.385082957677671,FC5
