S,Masker,Talker,WordType,Amplitude,Electrode
7002,Scrambled,Different,Color,0.0837926411238999,Fp1
7002,Scrambled,Different,Object,-0.121589661911696,Fp1
7002,Scrambled,Same,Color,-0.121088061098073,Fp1
7002,Scrambled,Same,Object,0.0570669005172632,Fp1
7002,Unscrambled,Different,Color,-0.218302983387833,Fp1
7002,Unscrambled,Different,Object,0.0726204102517988,Fp1
7002,Unscrambled,Same,Color,-0.264445985322431,Fp1
7002,Unscrambled,Same,Object,-0.117084808523575,Fp1
7002,Scrambled,Different,Color,0.0837926411238999,AF3
7002,Scrambled,Different,Object,-0.121589661911696,AF3
7002,Scrambled,Same,Color,-0.121088061098073,AF3
7002,Scrambled,Same,Object,0.0570669005172632,AF3
7002,Unscrambled,Different,Color,-0.218302983387833,AF3
7002,Unscrambled,Different,Object,0.0726204102517988,AF3
7002,Unscrambled,Same,Color,-0.264445985322431,AF3
7002,Unscrambled,Same,Object,-0.117084808523575,AF3
7002,Scrambled,Different,Color,0.0837926411238999,F7
7002,Scrambled,Different,Object,-0.121589661911696,F7
7002,Scrambled,Same,Color,-0.121088061098073,F7
7002,Scrambled,Same,Object,0.0570669005172632,F7
7002,Unscrambled,Different,Color,-0.218302983387833,F7
7002,Unscrambled,Different,Object,0.0726204102517988,F7
7002,Unscrambled,Same,Color,-0.264445985322431,F7
7002,Unscrambled,Same,Object,-0.117084808523575,F7
7002,Scrambled,Different,Color,0.0837926411238999,F3
7002,Scrambled,Different,Object,-0.121589661911696,F3
7002,Scrambled,Same,Color,-0.121088061098073,F3
7002,Scrambled,Same,Object,0.0570669005172632,F3
7002,Unscrambled,Different,Color,-0.218302983387833,F3
7002,Unscrambled,Different,Object,0.0726204102517988,F3
7002,Unscrambled,Same,Color,-0.264445985322431,F3
7002,Unscrambled,Same,Object,-0.117084808523575,F3
7002,Scrambled,Different,Color,0.0837926411238999,FC1
7002,Scrambled,Different,Object,-0.121589661911696,FC1
7002,Scrambled,Same,Color,-0.121088061098073,FC1
7002,Scrambled,Same,Object,0.0570669005172632,FC1
7002,Unscrambled,Different,Color,-0.218302983387833,FC1
7002,Unscrambled,Different,Object,0.0726204102517988,FC1
7002,Unscrambled,Same,Color,-0.264445985322431,FC1
