0.0001,0.0001,0.0101010101010101,0.0227272727272727
0.0001,0.0001,0.0120481927710843,0.043010752688172
0.0001,0.0001,0.0001,0.0412371134020619
0.0001,0.0001,0.0625,0.0306122448979592
0.0001,0.0001,0.0194174757281553,0.0217391304347826
0.0001,0.0001,0.0001,0.010989010989011
0.0001,0.0001,0.03,0.0108695652173913
0.0001,0.0001,0.010752688172043,0.0303030303030303
0.0001,0.0001,0.0212765957446809,0.010989010989011
0.0001,0.0001,0.0217391304347826,0.032967032967033
0.0001,0.0001,0.0112359550561798,0.02
0.0001,0.0001,0.0001,0.029126213592233
0.0001,0.0001,0.0001,0.0202020202020202
0.0001,0.0001,0.0001,0.0186915887850467
0.0001,0.0001,0.0210526315789474,0.0294117647058824
0.0001,0.0001,0.0105263157894737,0.0306122448979592
0.0001,0.0001,0.0001,0.0101010101010101
0.0001,0.0001,0.032258064516129,0.0505050505050505
0.0001,0.0001,0.0001,0.0001
0.0001,0.0001,0.0212765957446809,0.00952380952380952
