S,Masker,Talker,WordType,Amplitude,Electrode
7056,Scrambled,Different,Color,0.23747016576566,Fp1
7056,Scrambled,Different,Object,0.157571091102993,Fp1
7056,Scrambled,Same,Color,-0.636676495817946,Fp1
7056,Scrambled,Same,Object,0.290877482167405,Fp1
7056,Unscrambled,Different,Color,-0.512872474100999,Fp1
7056,Unscrambled,Different,Object,-0.310268776013279,Fp1
7056,Unscrambled,Same,Color,0.833623159017217,Fp1
7056,Unscrambled,Same,Object,-0.0601940472913761,Fp1
7056,Scrambled,Different,Color,0.23747016576566,AF3
7056,Scrambled,Different,Object,0.157571091102993,AF3
7056,Scrambled,Same,Color,-0.636676495817946,AF3
7056,Scrambled,Same,Object,0.290877482167405,AF3
7056,Unscrambled,Different,Color,-0.512872474100999,AF3
7056,Unscrambled,Different,Object,-0.310268776013279,AF3
7056,Unscrambled,Same,Color,0.833623159017217,AF3
7056,Unscrambled,Same,Object,-0.0601940472913761,AF3
7056,Scrambled,Different,Color,0.23747016576566,F7
7056,Scrambled,Different,Object,0.157571091102993,F7
7056,Scrambled,Same,Color,-0.636676495817946,F7
7056,Scrambled,Same,Object,0.290877482167405,F7
7056,Unscrambled,Different,Color,-0.512872474100999,F7
7056,Unscrambled,Different,Object,-0.310268776013279,F7
7056,Unscrambled,Same,Color,0.833623159017217,F7
7056,Unscrambled,Same,Object,-0.0601940472913761,F7
7056,Scrambled,Different,Color,0.23747016576566,F3
7056,Scrambled,Different,Object,0.157571091102993,F3
7056,Scrambled,Same,Color,-0.636676495817946,F3
7056,Scrambled,Same,Object,0.290877482167405,F3
7056,Unscrambled,Different,Color,-0.512872474100999,F3
7056,Unscrambled,Different,Object,-0.310268776013279,F3
7056,Unscrambled,Same,Color,0.833623159017217,F3
7056,Unscrambled,Same,Object,-0.0601940472913761,F3
7056,Scrambled,Different,Color,0.23747016576566,FC1
7056,Scrambled,Different,Object,0.157571091102993,FC1
7056,Scrambled,Same,Color,-0.636676495817946,FC1
7056,Scrambled,Same,Object,0.290877482167405,FC1
7056,Unscrambled,Different,Color,-0.512872474100999,FC1
7056,Unscrambled,Different,Object,-0.310268776013279,FC1
7056,Unscrambled,Same,Color,0.833623159017217,FC1
7056,Unscrambled,Same,Object,-0.0601940472913761,FC1
7056,Scrambled,Different,Color,0.23747016576566,FC5
7056,Scrambled,Different,Object,0.157571091102993,FC5
7056,Scrambled,Same,Color,-0.636676495817946,FC5
7056,Scrambled,Same,Object,0.290877482167405,FC5
7056,Unscrambled,Different,Color,-0.512872474100999,FC5
7056,Unscrambled,Different,Object,-0.310268776013279,FC5
7056,Unscrambled,Same,Color,0.833623159017217,FC5
7056,Unscrambled,Same,Object,-0.0601940472913761,FC5
7056,Scrambled,Different,Color,0.23747016576566,T7
7056,Scrambled,Different,Object,0.157571091102993,T7
7056,Scrambled,Same,Color,-0.636676495817946,T7
7056,Scrambled,Same,Object,0.290877482167405,T7
7056,Unscrambled,Different,Color,-0.512872474100999,T7
7056,Unscrambled,Different,Object,-0.310268776013279,T7
7056,Unscrambled,Same,Color,0.833623159017217,T7
7056,Unscrambled,Same,Object,-0.0601940472913761,T7
7056,Scrambled,Different,Color,0.23747016576566,C3
7056,Scrambled,Different,Object,0.157571091102993,C3
7056,Scrambled,Same,Color,-0.636676495817946,C3
7056,Scrambled,Same,Object,0.290877482167405,C3
7056,Unscrambled,Different,Color,-0.512872474100999,C3
7056,Unscrambled,Different,Object,-0.310268776013279,C3
7056,Unscrambled,Same,Color,0.833623159017217,C3
7056,Unscrambled,Same,Object,-0.0601940472913761,C3
7056,Scrambled,Different,Color,0.23747016576566,CP1
7056,Scrambled,Different,Object,0.157571091102993,CP1
7056,Scrambled,Same,Color,-0.636676495817946,CP1
7056,Scrambled,Same,Object,0.290877482167405,CP1
7056,Unscrambled,Different,Color,-0.512872474100999,CP1
7056,Unscrambled,Different,Object,-0.310268776013279,CP1
7056,Unscrambled,Same,Color,0.833623159017217,CP1
7056,Unscrambled,Same,Object,-0.0601940472913761,CP1
7056,Scrambled,Different,Color,0.23747016576566,CP5
7056,Scrambled,Different,Object,0.157571091102993,CP5
7056,Scrambled,Same,Color,-0.636676495817946,CP5
7056,Scrambled,Same,Object,0.290877482167405,CP5
7056,Unscrambled,Different,Color,-0.512872474100999,CP5
7056,Unscrambled,Different,Object,-0.310268776013279,CP5
7056,Unscrambled,Same,Color,0.833623159017217,CP5
7056,Unscrambled,Same,Object,-0.0601940472913761,CP5
7056,Scrambled,Different,Color,0.23747016576566,P7
7056,Scrambled,Different,Object,0.157571091102993,P7
7056,Scrambled,Same,Color,-0.636676495817946,P7
7056,Scrambled,Same,Object,0.290877482167405,P7
7056,Unscrambled,Different,Color,-0.512872474100999,P7
